contactCounter,Cell Type,Cell ID,Block Number
2,12,1388,2
16,12,1389,2
1,12,1390,2
7,12,1391,2
1,12,1392,2
5,12,1393,2
4,12,1394,2
3,12,1395,2
2,12,1396,2
2,12,1397,2
1,12,1398,2
2,12,1399,2
6,12,1400,2
8,12,1401,2
2,12,1402,2
12,12,1403,2
4,12,1404,2
1,12,1405,2
1,12,1406,2
3,12,1407,2
1,12,1408,2
3,12,1409,2
1,12,1410,2
1,12,1411,2
1,12,1412,2
4,12,1413,2
1,12,1414,2
7,12,1415,2
1,12,1416,2
3,12,1417,2
2,12,1418,2
4,12,1419,2
26,12,1420,2
1,12,1421,2
1,12,1422,2
1,12,1423,2
4,12,1424,2
2,12,1425,2
1,12,1426,2
1,12,1427,2
21,12,1428,2
1,12,1429,2
1,12,1430,2
1,12,1431,2
1,12,1432,2
1,12,1433,2
1,12,1434,2
1,12,1435,2
1,12,1436,2
1,12,1437,2
1,12,1438,2
1,12,1439,2
1,12,1440,2
1,12,1441,2
1,12,1442,2
1,12,1443,2
1,12,1444,2
1,12,1445,2
1,12,1446,2
1,12,1447,2
1,12,1448,2
1,12,1449,2
1,12,1450,2
4,12,1451,2
4,12,1452,2
11,12,1453,2
1,12,1454,2
1,12,1455,2
9,12,1456,2
4,12,1457,2
4,12,1458,2
3,12,1459,2
1,12,1460,2
2,12,1461,2
1,12,1462,2
4,12,1463,2
1,12,1464,2
2,12,1465,2
3,12,1466,2
2,12,1467,2
10,12,1468,2
2,12,1469,2
1,12,1470,2
2,12,1471,2
1,12,1472,2
1,12,1473,2
2,12,1474,2
1,12,1475,2
6,12,1476,2
12,12,1477,2
2,12,1478,2
5,12,1479,2
4,12,1480,2
2,12,1481,2
6,12,1482,2
2,12,1483,2
1,12,1484,2
4,12,1485,2
1,12,1486,2
1,12,1487,2
1,12,1488,2
20,12,1489,2
1,12,1490,2
8,12,1491,2
5,12,1492,2
7,12,1493,2
1,12,1494,2
1,12,1495,2
1,12,1496,2
1,12,1497,2
8,12,1498,2
1,12,1499,2
3,12,1500,2
2,12,1501,2
1,12,1502,2
1,12,1503,2
1,12,1504,2
1,12,1505,2
6,12,1506,2
2,12,1507,2
5,12,1508,2
5,12,1509,2
1,12,1510,2
2,12,1511,2
2,12,1512,2
1,12,1513,2
1,12,1514,2
2,12,1515,2
3,12,1516,2
2,12,1517,2
2,12,1518,2
1,12,1519,2
3,12,1520,2
1,12,1521,2
3,12,1522,2
1,12,1523,2
1,12,1524,2
2,12,1525,2
2,12,1526,2
1,12,1527,2
1,12,1528,2
1,12,1529,2
1,12,1530,2
3,12,1531,2
2,12,1532,2
1,12,1533,2
1,12,1534,2
1,12,1535,2
2,12,1536,2
1,12,1537,2
1,12,1538,2
1,12,1539,2
1,12,1540,2
1,12,1541,2
1,12,1542,2
1,12,1543,2
1,12,1544,2
1,12,1545,2
1,12,1546,2
2,12,1547,2
1,12,1548,2
1,12,1549,2
1,12,1550,2
1,12,1551,2
1,12,1552,2
1,12,1553,2
1,12,1554,2
1,12,1555,2
1,12,1556,2
1,12,1557,2
6,12,1558,2
4,12,1559,2
9,12,1560,2
2,12,1561,2
1,12,1562,2
3,12,1563,2
3,12,1564,2
3,12,1565,2
14,12,1566,2
2,12,1567,2
2,12,1568,2
3,12,1569,2
1,12,1570,2
2,12,1571,2
7,12,1572,2
2,12,1573,2
3,12,1574,2
1,12,1575,2
6,12,1576,2
11,12,1577,2
11,12,1578,2
1,12,1579,2
2,12,1580,2
2,12,1581,2
1,12,1582,2
3,12,1583,2
12,12,1584,2
5,12,1585,2
5,12,1586,2
1,12,1587,2
7,12,1588,2
5,12,1589,2
3,12,1590,2
2,12,1591,2
15,12,1592,2
4,12,1593,2
12,12,1594,2
1,12,1595,2
1,12,1596,2
1,12,1597,2
1,12,1598,2
2,12,1599,2
1,12,1600,2
6,12,1601,2
2,12,1602,2
1,12,1603,2
1,12,1604,2
1,12,1605,2
1,12,1606,2
6,12,1607,2
1,12,1608,2
1,12,1609,2
1,12,1610,2
5,12,1611,2
1,12,1612,2
1,12,1613,2
1,12,1614,2
1,12,1615,2
2,12,1616,2
1,12,1617,2
2,12,1618,2
1,12,1619,2
1,12,1620,2
1,12,1621,2
1,12,1622,2
1,12,1623,2
1,12,1624,2
1,12,1625,2
1,12,1626,2
1,12,1627,2
1,12,1628,2
1,12,1629,2
18,12,1630,2
4,12,1631,2
3,12,1632,2
5,12,1633,2
1,12,1634,2
9,12,1635,2
13,12,1636,2
2,12,1637,2
13,12,1638,2
3,12,1639,2
13,12,1640,2
1,12,1641,2
8,12,1642,2
11,12,1643,2
1,12,1644,2
14,12,1645,2
1,12,1646,2
4,12,1647,2
7,12,1648,2
3,12,1649,2
2,12,1650,2
11,12,1651,2
4,12,1652,2
